"area_fips","own_code","industry_code","agglvl_code","size_code","year","qtr","disclosure_code","qtrly_estabs","month1_emplvl","month2_emplvl","month3_emplvl","total_qtrly_wages","taxable_qtrly_wages","qtrly_contributions","avg_wkly_wage","lq_disclosure_code","lq_qtrly_estabs","lq_month1_emplvl","lq_month2_emplvl","lq_month3_emplvl","lq_total_qtrly_wages","lq_taxable_qtrly_wages","lq_qtrly_contributions","lq_avg_wkly_wage","oty_disclosure_code","oty_qtrly_estabs_chg","oty_qtrly_estabs_pct_chg","oty_month1_emplvl_chg","oty_month1_emplvl_pct_chg","oty_month2_emplvl_chg","oty_month2_emplvl_pct_chg","oty_month3_emplvl_chg","oty_month3_emplvl_pct_chg","oty_total_qtrly_wages_chg","oty_total_qtrly_wages_pct_chg","oty_taxable_qtrly_wages_chg","oty_taxable_qtrly_wages_pct_chg","oty_qtrly_contributions_chg","oty_qtrly_contributions_pct_chg","oty_avg_wkly_wage_chg","oty_avg_wkly_wage_pct_chg"
"53069","5","54","74","0","2024","1","",11,12,17,15,163021,163021,1288,855,"",0.59,0.23,0.32,0.29,0.17,0.31,0.26,0.60,"",1,10.0,4,50.0,6,54.5,4,36.4,60848,59.6,60848,59.6,267,26.2,69,8.8
"53071","1","54","74","0","2024","1","",1,1116,1117,1124,11176752,0,0,768,"",4.98,88.82,87.89,87.39,49.72,0.00,0.00,0.56,"",0,0.0,38,3.5,39,3.6,52,4.9,359605,3.3,0,0.0,0,0.0,-5,-0.6
"53071","5","54","74","0","2024","1","",170,493,494,500,9741247,9274394,83076,1512,"",0.68,0.26,0.25,0.25,0.22,0.40,0.33,0.86,"",-3,-1.7,12,2.5,1,0.2,0,0.0,-363243,-3.6,-141496,-1.5,-10728,-11.4,-70,-4.4
"53073","1","54","74","0","2024","1","",1,3,3,3,84763,0,0,2173,"",1.22,0.07,0.07,0.07,0.10,0.00,0.00,1.34,"",0,0.0,1,50.0,0,0.0,0,0.0,18861,28.6,0,0.0,0,0.0,272,14.3
"53073","5","54","74","0","2024","1","",1001,4359,4426,4487,105283357,97176091,920680,1831,"",0.98,0.68,0.69,0.69,0.60,0.85,0.57,0.87,"",-83,-7.7,3,0.1,22,0.5,94,2.1,5297728,5.3,5147299,5.6,10929,1.2,77,4.4
"53075","3","54","74","0","2024","1","N",1,0,0,0,0,0,0,0,"N",7.84,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"53075","5","54","74","0","2024","1","",112,651,672,655,14651894,14154878,83875,1709,"",0.65,0.48,0.50,0.49,0.41,0.84,0.68,0.83,"",-11,-8.9,84,14.8,93,16.1,73,12.5,3525612,31.7,3575137,33.8,15932,23.4,223,15.0
"53077","1","54","74","0","2024","1","",1,3,3,3,74038,0,0,1898,"",1.41,0.06,0.06,0.06,0.09,0.00,0.00,1.51,"",0,0.0,-1,-25.0,-1,-25.0,-1,-25.0,-17089,-18.8,0,0.0,0,0.0,146,8.3
"53077","5","54","74","0","2024","1","",366,2084,2097,2108,34601821,32128097,298167,1270,"",0.42,0.27,0.27,0.27,0.21,0.31,0.21,0.78,"",-20,-5.2,120,6.1,83,4.1,107,5.3,3244592,10.3,3171444,11.0,1515,0.5,60,5.0
"53999","1","54","74","0","2024","1","",5,43,44,48,1335650,0,0,2283,"",5.10,1.56,1.59,1.70,1.03,0.00,0.00,0.64,"",0,0.0,10,30.3,9,25.7,12,33.3,333471,33.3,0,0.0,0,0.0,59,2.7
"53999","5","54","74","0","2024","1","",3310,7544,7698,7821,282178683,238182354,3610604,2823,"",2.72,1.78,1.81,1.82,1.10,1.26,1.51,0.61,"",610,22.6,1364,22.1,1473,23.7,1470,23.1,42192099,17.6,39886537,20.1,954509,35.9,-130,-4.4
"54000","1","54","54","0","2024","1","",20,902,909,912,18325030,0,0,1553,"",2.87,2.86,2.87,2.87,3.12,0.00,0.00,1.09,"",0,0.0,29,3.3,35,4.0,39,4.5,1561872,9.3,0,0.0,0,0.0,77,5.2
"54000","2","54","54","0","2024","1","",4,56,55,55,684269,9521,257,951,"",1.16,0.46,0.45,0.45,0.33,0.08,0.63,0.73,"",1,33.3,6,12.0,2,3.8,0,0.0,121660,21.6,9521,100.0,257,100.0,129,15.7
"54000","3","54","54","0","2024","1","",1,10,10,10,165846,0,0,1276,"",0.16,0.10,0.10,0.10,0.11,0.00,0.00,1.06,"",0,0.0,1,11.1,0,0.0,0,0.0,13591,8.9,0,0.0,0,0.0,64,5.3
"54000","5","54","54","0","2024","1","",7630,30044,30425,30505,573580322,253998683,6218905,1455,"",0.88,0.62,0.63,0.63,0.49,0.64,0.64,0.79,"",687,9.9,1059,3.7,1216,4.2,1132,3.9,59740137,11.6,22335353,9.6,452911,7.9,101,7.5
"54001","5","54","74","0","2024","1","N",17,0,0,0,0,0,0,0,"N",0.31,0,0,0,0,0,0,0,"N",2,13.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"54003","5","54","74","0","2024","1","",690,1880,1896,1860,35678060,18933085,457636,1461,"",1.36,0.71,0.71,0.69,0.57,0.86,0.95,0.81,"",224,48.1,116,6.6,101,5.6,73,4.1,5971319,20.1,3671473,24.1,125615,37.8,179,14.0
"54005","5","54","74","0","2024","1","",18,128,117,114,1409734,849253,25555,906,"",0.30,0.39,0.35,0.34,0.09,0.29,0.42,0.24,"N",2,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"54007","1","54","74","0","2024","1","",1,19,20,19,260398,0,0,1036,"",23.32,11.31,11.82,11.11,10.48,0.00,0.00,0.92,"",0,0.0,-5,-20.8,-4,-16.7,-5,-20.8,-44987,-14.7,0,0.0,0,0.0,57,5.8
"54007","5","54","74","0","2024","1","",24,110,101,102,1157022,711462,24026,853,"",0.45,0.43,0.39,0.39,0.24,0.34,0.47,0.59,"",3,14.3,-11,-9.1,-31,-23.5,-26,-20.3,237124,25.8,-27193,-3.7,-2754,-10.3,296,53.1
"54009","5","54","74","0","2024","1","",49,98,91,104,1253496,662697,19298,987,"",0.56,0.20,0.18,0.21,0.11,0.17,0.23,0.58,"",8,19.5,17,21.0,11,13.8,19,22.4,412067,49.0,179270,37.1,4185,27.7,198,25.1
"54011","1","54","74","0","2024","1","",1,611,611,610,12888646,0,0,1624,"",2.63,25.77,25.71,25.57,29.71,0.00,0.00,1.16,"",0,0.0,20,3.4,21,3.6,24,4.1,923827,7.7,0,0.0,0,0.0,61,3.9
"54011","5","54","74","0","2024","1","",340,2058,2081,2111,30475354,16309054,344579,1125,"",0.72,0.57,0.57,0.58,0.36,0.59,0.53,0.62,"",50,17.2,222,12.1,166,8.7,136,6.9,3531273,13.1,1686831,11.5,26700,8.4,39,3.6
"54013","5","54","74","0","2024","1","N",4,0,0,0,0,0,0,0,"N",0.20,0,0,0,0,0,0,0,"N",-2,-33.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"54015","5","54","74","0","2024","1","N",12,0,0,0,0,0,0,0,"N",0.43,0,0,0,0,0,0,0,"N",5,71.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"54017","5","54","74","0","2024","1","N",9,0,0,0,0,0,0,0,"N",0.50,0,0,0,0,0,0,0,"N",3,50.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"54019","5","54","74","0","2024","1","",77,233,237,243,3906447,1868614,45755,1264,"",0.46,0.35,0.35,0.35,0.30,0.38,0.40,0.85,"",13,20.3,49,26.6,45,23.4,55,29.3,1113724,39.9,494867,36.0,14843,48.0,121,10.6
"54021","5","54","74","0","2024","1","",11,50,54,52,444734,279204,7593,658,"",0.48,0.42,0.45,0.42,0.19,0.46,0.52,0.45,"N",1,10.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"54023","5","54","74","0","2024","1","",21,53,53,53,776720,369836,7083,1127,"",0.41,0.22,0.21,0.21,0.16,0.20,0.13,0.73,"",4,23.5,7,15.2,9,20.5,9,20.5,89040,12.9,66654,22.0,894,14.4,-57,-4.8
"54025","5","54","74","0","2024","1","",127,382,394,397,5407560,2882196,73810,1064,"",0.65,0.44,0.46,0.46,0.35,0.40,0.46,0.77,"",13,11.4,-140,-26.8,-128,-24.5,-130,-24.7,-778931,-12.6,-727427,-20.2,-16753,-18.5,155,17.1
"54027","5","54","74","0","2024","1","N",55,0,0,0,0,0,0,0,"N",0.71,0,0,0,0,0,0,0,"N",13,31.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"54029","5","54","74","0","2024","1","",122,328,347,331,4832462,2694611,71310,1109,"",0.98,0.51,0.53,0.51,0.34,0.42,0.48,0.66,"",31,34.1,48,17.1,77,28.5,62,23.0,959034,24.8,621748,30.0,18647,35.4,18,1.6
"54031","5","54","74","0","2024","1","",37,85,101,100,1243664,658124,14010,1003,"",0.57,0.20,0.23,0.23,0.15,0.14,0.17,0.66,"N",12,48.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"54033","5","54","74","0","2024","1","",243,1860,1896,1921,38419921,16665052,398701,1562,"",0.70,0.72,0.73,0.74,0.56,0.80,0.69,0.76,"",39,19.1,-18,-1.0,-2,-0.1,13,0.7,881606,2.3,310399,1.9,-19058,-4.6,38,2.5
"54035","5","54","74","0","2024","1","",64,261,265,262,4153154,2176238,118372,1216,"",0.63,0.48,0.48,0.48,0.34,0.45,1.05,0.71,"",12,23.1,46,21.4,50,23.3,51,24.2,1008368,32.1,565558,35.1,49754,72.5,84,7.4
"54037","1","54","74","0","2024","1","",1,3,3,3,83746,0,0,2147,"",3.96,0.39,0.39,0.39,0.57,0.00,0.00,1.46,"",0,0.0,3,100.0,3,100.0,3,100.0,83746,100.0,0,0.0,0,0.0,2147,100.0
"54037","2","54","74","0","2024","1","",1,1,1,1,37423,9521,257,2879,"",8.04,0.34,0.34,0.33,0.72,3.49,28.67,2.14,"",1,100.0,1,100.0,1,100.0,1,100.0,37423,100.0,9521,100.0,257,100.0,2879,100.0
"54037","5","54","74","0","2024","1","",544,1054,1076,1084,23848089,9414564,244376,1712,"",1.73,0.90,0.91,0.91,0.82,1.01,1.15,0.90,"",180,49.5,239,29.3,239,28.6,236,27.8,4765648,25.0,2330383,32.9,57185,30.5,-49,-2.8
"54039","1","54","74","0","2024","1","",3,67,69,68,1396233,0,0,1579,"",3.84,1.51,1.54,1.51,1.59,0.00,0.00,1.04,"",0,0.0,2,3.1,2,3.0,1,1.5,89746,6.9,0,0.0,0,0.0,64,4.2
"54039","2","54","74","0","2024","1","",1,8,7,7,101289,0,0,1062,"",2.60,0.47,0.41,0.40,0.33,0.00,0.00,0.77,"",0,0.0,2,33.3,1,16.7,-1,-12.5,16616,19.6,0,0.0,0,0.0,85,8.7
"54039","5","54","74","0","2024","1","",886,5507,5576,5641,115985213,47286937,1102176,1600,"",0.91,0.81,0.81,0.82,0.67,0.86,0.84,0.82,"",102,13.0,252,4.8,283,5.3,322,6.1,15101922,15.0,4732356,11.1,85006,8.4,133,9.1
"54041","1","54","74","0","2024","1","",1,6,6,6,103267,0,0,1324,"",16.32,2.33,2.34,2.31,2.55,0.00,0.00,1.09,"",0,0.0,1,20.0,1,20.0,1,20.0,22129,27.3,0,0.0,0,0.0,76,6.1
"54041","5","54","74","0","2024","1","",31,93,92,92,1273097,590750,16795,1061,"",0.41,0.24,0.23,0.23,0.16,0.19,0.20,0.68,"N",11,55.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"54043","5","54","74","0","2024","1","",20,30,28,31,430311,253831,4730,1116,"",0.42,0.18,0.17,0.19,0.15,0.30,0.21,0.86,"",2,11.1,-12,-28.6,-11,-28.2,-4,-11.4,-214245,-33.2,-72242,-22.2,-2318,-32.9,-166,-12.9
"54045","5","54","74","0","2024","1","",56,225,229,223,2783924,1773974,38213,949,"",0.40,0.31,0.32,0.31,0.17,0.27,0.28,0.54,"",5,9.8,3,1.4,3,1.3,26,13.2,216818,8.4,199849,12.7,-486,-1.3,31,3.4
"54047","5","54","74","0","2024","1","N",12,0,0,0,0,0,0,0,"N",0.22,0,0,0,0,0,0,0,"N",3,33.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"54049","5","54","74","0","2024","1","",191,956,981,979,19191972,8053780,192988,1519,"",0.79,0.79,0.79,0.78,0.70,0.75,0.77,0.88,"",33,20.9,-22,-2.2,6,0.6,11,1.1,447093,2.4,-145427,-1.8,-3643,-1.9,38,2.6
"54051","5","54","74","0","2024","1","",56,223,226,223,8449596,1635958,45070,2902,"",0.59,0.30,0.30,0.30,0.41,0.25,0.25,1.37,"",11,24.4,40,21.9,29,14.7,27,13.8,6025310,248.5,330946,25.4,14523,47.5,1931,198.9
"54053","1","54","74","0","2024","1","",2,43,44,43,687392,0,0,1220,"",35.43,16.30,16.41,15.92,13.71,0.00,0.00,0.85,"",0,0.0,5,13.2,6,15.8,4,10.3,89308,14.9,0,0.0,0,0.0,20,1.7
"54053","5","54","74","0","2024","1","",32,100,102,100,1363732,773276,14830,1042,"",0.46,0.25,0.25,0.24,0.14,0.23,0.17,0.56,"",9,39.1,17,20.5,15,17.2,14,16.3,282858,26.2,183002,31.0,3292,28.5,68,7.0
"54055","1","54","74","0","2024","1","",1,5,5,5,114557,0,0,1762,"",5.21,0.57,0.57,0.57,0.83,0.00,0.00,1.46,"",0,0.0,2,66.7,2,66.7,2,66.7,52131,83.5,0,0.0,0,0.0,161,10.1
"54055","5","54","74","0","2024","1","",140,542,522,523,7328271,3977137,97477,1066,"",0.59,0.40,0.39,0.39,0.27,0.37,0.43,0.69,"",21,17.6,-10,-1.8,-29,-5.3,-122,-18.9,-341283,-4.4,-441958,-10.0,-22717,-18.9,53,5.2
"54057","1","54","74","0","2024","1","",1,9,8,9,130436,0,0,1158,"",12.81,2.28,2.00,2.24,1.84,0.00,0.00,0.85,"",0,0.0,1,12.5,0,0.0,0,0.0,12664,10.8,0,0.0,0,0.0,71,6.5
"54057","5","54","74","0","2024","1","",62,408,401,409,4212209,2497472,54202,798,"",0.64,0.68,0.65,0.67,0.30,0.47,0.46,0.45,"",17,37.8,27,7.1,24,6.4,39,10.5,573326,15.8,269728,12.1,7038,14.9,54,7.3
"54059","1","54","74","0","2024","1","",1,9,10,15,125013,0,0,849,"",15.93,3.93,4.33,6.67,2.96,0.00,0.00,0.60,"",0,0.0,-6,-40.0,-4,-28.6,0,0.0,-57471,-31.5,0,0.0,0,0.0,-108,-11.3
"54059","2","54","74","0","2024","1","",1,8,8,8,106250,0,0,1022,"",32.36,9.07,8.97,9.21,7.15,0.00,0.00,0.79,"",0,0.0,-1,-11.1,-1,-11.1,-1,-11.1,909,0.9,0,0.0,0,0.0,122,13.6
"54059","5","54","74","0","2024","1","",41,97,98,99,1016020,651282,15893,798,"",0.53,0.28,0.28,0.29,0.12,0.20,0.18,0.44,"",0,0.0,-4,-4.0,-5,-4.9,-6,-5.7,5258,0.5,-25250,-3.7,64,0.4,43,5.7
"54061","1","54","74","0","2024","1","",1,7,7,7,122267,0,0,1344,"",2.16,0.26,0.26,0.26,0.21,0.00,0.00,0.83,"",0,0.0,2,40.0,1,16.7,1,16.7,-1928,-1.6,0,0.0,0,0.0,-342,-20.3
"54061","2","54","74","0","2024","1","",1,39,39,39,439307,0,0,866,"",4.39,3.75,3.72,3.72,2.18,0.00,0.00,0.58,"",0,0.0,4,11.4,1,2.6,1,2.6,66712,17.9,0,0.0,0,0.0,91,11.7
"54061","5","54","74","0","2024","1","",651,3011,3073,3101,61733035,26925618,611276,1551,"",1.13,0.73,0.74,0.75,0.55,1.02,0.95,0.74,"",150,29.9,-51,-1.7,33,1.1,17,0.6,690548,1.1,929014,3.6,-303,0.0,18,1.2
"54063","5","54","74","0","2024","1","",25,41,41,41,683616,313838,6598,1283,"",0.57,0.29,0.29,0.29,0.26,0.31,0.23,0.90,"",3,13.6,-3,-6.8,-2,-4.7,-3,-6.8,88536,14.9,1150,0.4,378,6.1,235,22.4
"54065","5","54","74","0","2024","1","",43,77,79,76,1636299,644475,13137,1628,"",0.82,0.37,0.37,0.36,0.40,0.38,0.38,1.10,"",9,26.5,7,10.0,8,11.3,4,5.6,315891,23.9,63742,11.0,-79,-0.6,197,13.8
"54067","1","54","74","0","2024","1","",1,15,16,16,247142,0,0,1213,"",10.58,4.56,4.84,4.81,4.59,0.00,0.00,0.97,"",0,0.0,0,0.0,0,0.0,0,0.0,22749,10.1,0,0.0,0,0.0,111,10.1
"54067","5","54","74","0","2024","1","N",56,0,0,0,0,0,0,0,"N",0.48,0,0,0,0,0,0,0,"N",9,19.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"54069","1","54","74","0","2024","1","",1,16,18,18,324792,0,0,1441,"",4.95,1.31,1.46,1.45,1.47,0.00,0.00,1.05,"",0,0.0,-2,-11.1,-1,-5.3,-1,-5.3,11072,3.5,0,0.0,0,0.0,148,11.4
"54069","5","54","74","0","2024","1","",216,1046,1090,1086,24972007,8160778,180360,1789,"",0.86,0.56,0.58,0.57,0.57,0.53,0.53,1.01,"",42,24.1,40,4.0,78,7.7,70,6.9,11363273,83.5,1094717,15.5,31448,21.1,754,72.9
"54071","5","54","74","0","2024","1","N",10,0,0,0,0,0,0,0,"N",0.31,0,0,0,0,0,0,0,"N",3,42.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"54073","5","54","74","0","2024","1","N",12,0,0,0,0,0,0,0,"N",0.45,0,0,0,0,0,0,0,"N",1,9.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"54075","5","54","74","0","2024","1","",16,130,129,129,2662408,175353,5745,1584,"",0.32,0.53,0.53,0.55,0.66,0.09,0.11,1.24,"",3,23.1,-1,-0.8,2,1.6,-2,-1.5,-22190,-0.8,17808,11.3,1561,37.3,-9,-0.6
"54077","5","54","74","0","2024","1","",68,175,175,182,2845717,1457865,34089,1234,"",0.55,0.35,0.35,0.36,0.26,0.39,0.37,0.74,"",13,23.6,-40,-18.6,-44,-20.1,-34,-15.7,-451861,-13.7,-157074,-9.7,-10519,-23.6,63,5.4
"54079","1","54","74","0","2024","1","",1,21,20,21,344207,0,0,1281,"",4.71,2.19,2.09,2.16,1.81,0.00,0.00,0.84,"",0,0.0,3,16.7,4,25.0,5,31.2,76434,28.5,0,0.0,0,0.0,45,3.6
"54079","5","54","74","0","2024","1","",216,1022,1029,1035,18319084,9213608,211090,1370,"",0.82,0.70,0.70,0.70,0.49,0.58,0.49,0.70,"",35,19.3,62,6.5,57,5.9,63,6.5,1529510,9.1,914688,11.0,24494,13.1,36,2.7
"54081","5","54","74","0","2024","1","",223,932,956,961,13527800,7629242,171349,1096,"",0.61,0.41,0.42,0.43,0.28,0.39,0.40,0.66,"",50,28.9,75,8.8,98,11.4,91,10.5,1576015,13.2,1051038,16.0,17099,11.1,29,2.7
"54083","5","54","74","0","2024","1","",78,233,233,230,3498409,1840976,46206,1160,"",0.55,0.32,0.32,0.32,0.26,0.35,0.41,0.82,"",9,13.0,-7,-2.9,-10,-4.1,-10,-4.2,46332,1.3,-25611,-1.4,-10010,-17.8,58,5.3
"54085","5","54","74","0","2024","1","",16,115,128,124,1843560,959354,21964,1159,"",0.42,0.55,0.61,0.59,0.43,0.45,0.45,0.74,"",2,14.3,56,94.9,64,100.0,60,93.8,844848,84.6,472642,97.1,10440,90.6,-73,-5.9
"54087","5","54","74","0","2024","1","N",39,0,0,0,0,0,0,0,"N",0.77,0,0,0,0,0,0,0,"N",16,69.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"54089","1","54","74","0","2024","1","",1,31,31,31,622802,0,0,1545,"",32.95,31.12,31.01,30.92,49.37,0.00,0.00,1.59,"",0,0.0,3,10.7,2,6.9,2,6.9,105477,20.4,0,0.0,0,0.0,157,11.3
"54089","5","54","74","0","2024","1","",25,51,51,51,481090,322129,7859,726,"",0.66,0.33,0.33,0.33,0.19,0.33,0.38,0.58,"",3,13.6,-2,-3.8,-6,-10.5,-3,-5.6,-128563,-21.1,-37955,-10.5,-1305,-14.2,-132,-15.4
"54091","1","54","74","0","2024","1","",1,8,9,9,133071,0,0,1181,"",25.96,5.27,5.84,5.84,4.46,0.00,0.00,0.79,"",0,0.0,1,14.3,2,28.6,2,28.6,23267,21.2,0,0.0,0,0.0,-26,-2.2
"54091","5","54","74","0","2024","1","N",23,0,0,0,0,0,0,0,"N",0.48,0,0,0,0,0,0,0,"N",5,27.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"54093","5","54","74","0","2024","1","",23,24,25,30,534053,269933,7006,1560,"",0.58,0.12,0.12,0.15,0.14,0.16,0.15,1.13,"N",11,91.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"54095","5","54","74","0","2024","1","",10,29,31,30,293624,190823,4066,753,"",0.40,0.21,0.23,0.22,0.09,0.16,0.15,0.42,"",0,0.0,5,20.8,7,29.2,6,25.0,59697,25.5,49353,34.9,1038,34.3,3,0.4
"54097","5","54","74","0","2024","1","",65,234,243,248,3251202,1889119,47707,1035,"",0.56,0.45,0.46,0.47,0.31,0.45,0.42,0.67,"",10,18.2,5,2.2,11,4.7,8,3.3,223557,7.4,18151,1.0,214,0.5,38,3.8
"54099","1","54","74","0","2024","1","",1,25,25,25,477884,0,0,1470,"",12.44,6.47,6.40,6.40,6.49,0.00,0.00,1.01,"",0,0.0,-4,-13.8,-3,-10.7,-3,-10.7,19758,4.3,0,0.0,0,0.0,226,18.2
"54099","5","54","74","0","2024","1","",54,149,145,141,2042174,1119396,21559,1083,"",0.54,0.25,0.24,0.24,0.14,0.28,0.23,0.58,"",13,31.7,8,5.7,4,2.8,-3,-2.1,218057,12.0,82825,8.0,2262,11.7,95,9.6
"54101","5","54","74","0","2024","1","",8,13,13,13,131016,81846,2141,775,"",0.26,0.12,0.12,0.13,0.08,0.10,0.10,0.64,"",2,33.3,2,18.2,2,18.2,3,30.0,7208,5.8,16125,24.5,262,13.9,-118,-13.2
"54103","5","54","74","0","2024","1","N",13,0,0,0,0,0,0,0,"N",0.20,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"54105","5","54","74","0","2024","1","",7,7,7,8,42366,37367,1443,444,"",0.47,0.14,0.14,0.16,0.05,0.17,0.20,0.36,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"54107","3","54","74","0","2024","1","",1,10,10,10,165846,0,0,1276,"",3.67,2.03,2.02,2.01,2.34,0.00,0.00,1.16,"",0,0.0,1,11.1,0,0.0,0,0.0,13591,8.9,0,0.0,0,0.0,64,5.3
"54107","5","54","74","0","2024","1","",227,952,953,986,15151235,7515170,154008,1209,"",0.62,0.39,0.39,0.40,0.28,0.37,0.32,0.72,"",45,24.7,86,9.9,90,10.4,119,13.7,2229984,17.3,1096824,17.1,-11145,-6.7,60,5.2
"54109","5","54","74","0","2024","1","",27,128,133,133,2372344,1104862,27439,1390,"",0.43,0.42,0.44,0.44,0.36,0.43,0.44,0.83,"",2,8.0,-21,-14.1,-15,-10.1,-17,-11.3,-225025,-8.7,-47057,-4.1,-11998,-30.4,49,3.7
"54999","1","54","74","0","2024","1","",1,7,7,7,263177,0,0,2892,"",1.64,0.57,0.56,0.56,0.82,0.00,0.00,1.46,"",0,0.0,3,75.0,3,75.0,3,75.0,133950,103.7,0,0.0,0,0.0,407,16.4
"54999","5","54","74","0","2024","1","",1488,4295,4295,4205,94238313,37507304,1095865,1700,"",1.96,2.28,2.24,2.21,1.49,1.52,1.50,0.66,"",-576,-27.9,-180,-4.0,-183,-4.1,-226,-5.1,-2148250,-2.2,893582,2.4,30019,2.8,38,2.3
"55000","1","54","54","0","2024","1","",22,293,304,316,6283305,0,0,1588,"",0.96,0.22,0.23,0.24,0.22,0.00,0.00,0.98,"",2,10.0,41,16.3,52,20.6,59,23.0,1133198,22.0,0,0.0,0,0.0,26,1.7
"55000","3","54","54","0","2024","1","",21,212,214,218,4246564,230956,4654,1522,"",1.00,0.52,0.53,0.53,0.59,0.25,0.56,1.12,"",1,5.0,-2,-0.9,0,0.0,1,0.5,217804,5.4,11044,5.0,-237,-4.8,81,5.6
"55000","5","54","54","0","2024","1","",20985,128736,129738,130349,3149519400,1565684624,21557615,1869,"",0.74,0.64,0.64,0.64,0.57,0.64,0.62,0.89,"",3422,19.5,4202,3.4,4509,3.6,4545,3.6,276815210,9.6,69648410,4.7,-33064,-0.2,104,5.9
"55001","5","54","74","0","2024","1","",12,57,60,62,803869,514790,4765,1036,"",0.19,0.20,0.21,0.21,0.15,0.20,0.10,0.73,"",1,9.1,1,1.8,4,7.1,7,12.7,40634,5.3,26466,5.4,-5274,-52.5,-19,-1.8
"55003","5","54","74","0","2024","1","",35,215,224,220,3222281,2025298,19935,1128,"",0.40,0.40,0.41,0.40,0.29,0.39,0.28,0.72,"",2,6.1,23,12.0,33,17.3,29,15.2,851860,35.9,357436,21.4,7834,64.7,175,18.4
"55005","5","54","74","0","2024","1","",77,358,360,364,5183609,3612931,63239,1106,"",0.35,0.24,0.24,0.25,0.18,0.23,0.29,0.75,"",8,11.6,23,6.9,16,4.7,22,6.4,-838750,-13.9,248814,7.4,-1464,-2.3,-255,-18.7
"55007","3","54","74","0","2024","1","N",1,0,0,0,0,0,0,0,"N",16.89,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"55007","5","54","74","0","2024","1","",14,29,29,28,385326,256714,2168,1034,"",0.18,0.11,0.11,0.11,0.08,0.12,0.04,0.78,"N",1,7.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"55009","1","54","74","0","2024","1","",2,26,27,27,624783,0,0,1802,"",2.34,0.37,0.38,0.38,0.42,0.00,0.00,1.13,"",0,0.0,-1,-3.7,0,0.0,1,3.8,-35992,-5.4,0,0.0,0,0.0,-104,-5.5
"55009","3","54","74","0","2024","1","N",1,0,0,0,0,0,0,0,"N",1.27,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"55009","5","54","74","0","2024","1","",637,6277,6328,6316,134718973,70462114,859886,1643,"",0.60,0.58,0.58,0.58,0.46,0.51,0.46,0.80,"",37,6.2,-167,-2.6,-141,-2.2,-245,-3.7,759252,0.6,-4006434,-5.4,-98181,-10.2,56,3.5
"55011","1","54","74","0","2024","1","",2,118,112,118,2339738,0,0,1552,"",44.84,74.85,71.43,74.29,96.50,0.00,0.00,1.31,"",0,0.0,28,31.1,25,28.7,36,43.9,640160,37.7,0,0.0,0,0.0,38,2.5
"55011","5","54","74","0","2024","1","N",17,0,0,0,0,0,0,0,"N",0.31,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"55013","5","54","74","0","2024","1","",29,94,91,92,1749202,984000,17327,1457,"",0.44,0.28,0.27,0.28,0.28,0.27,0.32,1.03,"",5,20.8,13,16.0,8,9.6,11,13.6,221663,14.5,119176,13.8,7842,82.7,18,1.3
"55015","5","54","74","0","2024","1","N",42,0,0,0,0,0,0,0,"N",0.30,0,0,0,0,0,0,0,"N",1,2.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"55017","5","54","74","0","2024","1","",107,673,664,668,11902600,7425469,113650,1370,"",0.39,0.37,0.37,0.37,0.30,0.35,0.35,0.81,"",13,13.8,2,0.3,-10,-1.5,-7,-1.0,1240402,11.6,128050,1.8,-7060,-5.8,152,12.5
"55019","5","54","74","0","2024","1","N",29,0,0,0,0,0,0,0,"N",0.22,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
